Customer_Key,Recency,Frequency,Monetary,RFM_Score,Churn_Risk,Predicted_Risk_Label,Recommended_Intervention
ANANDAPUR_ODISHA,1,1,1125.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANANDPUR SAHIB_PUNJAB,17,6,5971.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANAND_GUJARAT,5,56,35736.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANANTAPALLI_ANDHRA PRADESH,14,1,771.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANANTAPUR DISTRICT_ANDHRA PRADESH,31,1,721.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANANTAPUR_ANDHRA PRADESH,4,123,81783.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANANTHAPUR_ANDHRA PRADESH,21,2,1284.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANANTHPUR_ANDHRA PRADESH,76,1,1133.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANANTNAG_JAMMU & KASHMIR,10,6,4867.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANANTPUR_MAHARASHTRA,64,1,459.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANAPARTHY_ANDHRA PRADESH,5,17,11234.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANCHAL_KERALA,84,1,499.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANCHARAKANDY_KERALA,27,3,2180.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANDAMAN AND NICOBAR ISLANDS PORT BLAIR_ANDAMAN & NICOBAR,46,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDAR_BIHAR,3,1,1399.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANDHERI EAST, MUMBAI_MAHARASHTRA",60,3,2345.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANDHERI EAST_MAHARASHTRA,20,1,864.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDHERI E_MAHARASHTRA,55,1,517.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ANDHERI WEST, MUMBAI_MAHARASHTRA",67,2,1493.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDHERI_MAHARASHTRA,62,1,597.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDIPALAYAM_TAMIL NADU,5,2,2053.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANDIPATTI JAKKAMPATTI_TAMIL NADU,62,4,3614.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANDIPATTI_TAMIL NADU,71,2,811.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ANDOORKONAM, TRIVANDRUM_KERALA",10,2,788.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDUL NEAR MAYA STORES_WEST BENGAL,61,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ANDUL, HOWRAH_WEST BENGAL",64,1,259.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDUL-MOURI_WEST BENGAL,43,1,545.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANDUL_WEST BENGAL,81,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANEKAL_KARNATAKA,49,1,885.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANGAMALAY_KERALA,48,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANGAMALY_KERALA,3,14,10039.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANGUL_ODISHA,7,9,6524.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANIL NEERKONDA HOSPITAL_ANDHRA PRADESH,6,1,1094.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANJANGAON SURJI_MAHARASHTRA,16,1,446.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANJANI PORTLAND CEMENT FACTORY_TELANGANA,42,1,345.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANJAR_GUJARAT,29,6,3246.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANJUNA BARDEZ GO_GOA,62,1,413.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANJUNA_GOA,13,5,4387.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANKLAV_GUJARAT,22,2,1286.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANKLESHWAR, DIST-BHARUCH_GUJARAT",77,1,631.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANKLESHWAR_GUJARAT,12,23,17637.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANKLESHWR_GUJARAT,61,3,1689.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANKOLA_KARNATAKA,27,3,1835.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANNA NAGAR WEST, CHENNAI_TAMIL NADU",11,3,987.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANNAMALAI NAGAR , CHIDHAMBARAM_TAMIL NADU",48,1,523.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ANNAMALAI NAGAR, CHIDAMBARAM_TAMIL NADU",1,1,1127.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANNAMALAI NAGAR_TAMIL NADU,11,5,2290.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANNAMANADA,TRISSUR_KERALA",89,1,698.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANNAVARAM_ANDHRA PRADESH,55,2,1739.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANNUR_TAMIL NADU,59,5,3156.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANPARA,SONEBHADRA_UTTAR PRADESH",57,2,1596.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANPARA_UTTAR PRADESH,1,6,4101.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANTA CITY_RAJASTHAN,73,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANTAH_RAJASTHAN,23,13,10552.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANTHIYUR_TAMIL NADU,28,3,1720.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANUGUL_ODISHA,1,13,10839.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANUPGARH_RAJASTHAN,82,1,666.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ANUPPUR_MADHYA PRADESH,10,4,2591.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ANUPURAM_TAMIL NADU,27,3,1928.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ANUSHAKTINAGAR, MUMBAI_MAHARASHTRA",50,1,455.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AONLA_UTTAR PRADESH,5,3,2724.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
APIIC TADA_ANDHRA PRADESH,50,1,435.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
APPAKUDAL_TAMIL NADU,74,1,859.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARAKANDANALLUR_TAMIL NADU,61,1,487.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARAKONAM_TAMIL NADU,5,35,21638.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARALVAIMOZHI_TAMIL NADU,12,3,1745.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARAMBAGH_WEST BENGAL,74,3,1785.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARAMBOL_GOA,60,2,998.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARANI THIRUVALLUR DISTRICT_TAMIL NADU,29,5,3879.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARANI TIRUVANNAMALAI DISTRICT_TAMIL NADU,3,7,3265.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARANI_TAMIL NADU,65,2,1253.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARANTHANGI_TAMIL NADU,25,1,725.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARARIA_BIHAR,12,14,12019.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARARIYA_BIHAR,39,1,635.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ARASU NAGER PC PATTI,THENI_TAMIL NADU",59,1,352.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARASUR_TAMIL NADU,70,1,458.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARA_BIHAR,60,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARA_JHARKHAND,5,5,4973.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARCOT_TAMIL NADU,14,5,1773.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARERAJ_BIHAR,2,6,4963.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ARGUL, KHORDHA_ODISHA",85,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARIYALLUR_KERALA,89,3,2934.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARIYALUR D.T_TAMIL NADU,6,1,529.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARIYALUR_TAMIL NADU,40,4,2830.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARJUNDA_CHHATTISGARH,22,2,798.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARKALGUD_KARNATAKA,37,1,387.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARKI_HIMACHAL PRADESH,12,2,2314.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARMOOR_TELANGANA,18,4,1978.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ARMORI, DIST. GADCHIROLI_MAHARASHTRA",90,1,379.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARMORI_MAHARASHTRA,79,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARMUR_TELANGANA,38,6,4654.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARNIA_JAMMU & KASHMIR,62,1,1163.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARNI_MAHARASHTRA,61,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARNI_TAMIL NADU,53,1,909.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARNOD_RAJASTHAN,80,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AROOR_KERALA,10,21,11188.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARPORA_GOA,60,1,486.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARRAH_BIHAR,5,18,12821.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARSIKERE_KARNATAKA,7,9,7174.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARUMANAI_TAMIL NADU,24,1,633.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARUPPUKKOTTAI_TAMIL NADU,20,7,4007.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARUPPUKOTTAI_TAMIL NADU,42,2,717.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARVI WARDHA_MAHARASHTRA,72,1,654.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ARVI,DIST- WARDHA_MAHARASHTRA",61,2,2034.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ARVI_MAHARASHTRA,18,3,1075.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ARWAL_BIHAR,25,2,1684.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ARYANAD,TRIVANDRUM_KERALA",46,2,1886.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ASANSOL, WEST BARDDHAMAN_WEST BENGAL",65,2,950.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASANSOL_WEST BENGAL,1,77,47697.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ASARGANJ_BIHAR,85,1,969.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASARIPALLAM_TAMIL NADU,15,4,2918.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ASHIANA NAGAR PATNA_BIHAR,64,1,1186.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASHOKNAGAR_MADHYA PRADESH,27,3,1586.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ASHOKNAGAR_WEST BENGAL,51,1,668.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASHRAFPUR KICHHAUCHHA_UTTAR PRADESH,42,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASHTA_MADHYA PRADESH,6,2,1742.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ASHTA_MAHARASHTRA,86,2,1396.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASIKA_ODISHA,6,4,3528.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ASIND_RAJASTHAN,25,1,635.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASPUR_RAJASTHAN,7,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASSANDH_HARYANA,8,2,1033.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ASSONORA_GOA,12,1,801.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"AT POST UNAI,TA VANSDA DI NAVSARI_GUJARAT",65,1,680.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATARRA_UTTAR PRADESH,13,1,1075.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATCHUTAPURAM APSEZ_ANDHRA PRADESH,6,7,2882.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATELI_HARYANA,57,2,891.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATHANI_KARNATAKA,6,1,380.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATHIRAMPUZHA_KERALA,1,5,2756.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATHIYANNUR_KERALA,14,4,1679.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATHMALLIK_ODISHA,70,1,1173.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATHOLI_KERALA,79,3,2462.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATHUR THOOTHUKKUDI DISTRICT_TAMIL NADU,22,1,855.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATHVELLY_TELANGANA,21,1,471.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATKOT_GUJARAT,55,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATMAKUR SRI POTTI SRIRAMULU_ANDHRA PRADESH,8,7,4359.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ATMAKUR(MAN),NELLORE(DIST)._ANDHRA PRADESH",3,2,1570.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ATMAKUR, MANGALAGIRI_ANDHRA PRADESH",73,1,363.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATMAKUR_ANDHRA PRADESH,46,5,2213.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATMAKUR_TELANGANA,32,3,2457.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATREYAPURAM_ANDHRA PRADESH,65,1,721.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATRU_RAJASTHAN,8,1,754.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATTABIRA DIST- BARGARH_ODISHA,66,1,969.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATTAYAMPATTI_TAMIL NADU,16,8,3697.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATTILLI_ANDHRA PRADESH,63,2,1374.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"ATTINGAL,  KOCHALUMOODU_KERALA",23,1,459.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ATTINGAL_KERALA,21,11,6500.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATTUR_TAMIL NADU,1,8,6018.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ATUL_GUJARAT,85,2,1795.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"AUNDH, PUNE_MAHARASHTRA",67,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AURAD_KARNATAKA,18,2,1598.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
AURAIYA_UTTAR PRADESH,5,13,6836.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AURANGABAD_BIHAR,16,19,11695.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AURANGABAD_MAHARASHTRA,1,132,78697.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AURANGABAD_WEST BENGAL,38,1,487.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AURANGBAD_MAHARASHTRA,77,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AUROVILLE_TAMIL NADU,48,2,1700.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AUSA_MAHARASHTRA,81,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AUT_HIMACHAL PRADESH,26,3,2011.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AVADI_TAMIL NADU,26,1,759.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AVALAPALLI_TAMIL NADU,49,1,949.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AVANIGADDA_ANDHRA PRADESH,17,9,6567.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"AVANYAPURAM , MADURAI_TAMIL NADU",4,2,1506.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
AVERSA_KARNATAKA,21,2,809.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"AVINASHI, TIRUPUR_TAMIL NADU",5,13,9507.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AVINASHI_TAMIL NADU,26,4,2133.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AVINISSERY_KERALA,15,2,786.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AVITTATHUR_KERALA,11,1,544.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AWANTIPORA_JAMMU & KASHMIR,65,1,968.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AYACODE_TAMIL NADU,19,3,2314.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AYAN KOLLAN KONDAN (PO) RAJAPALAYAM (TK)_TAMIL NADU,23,1,349.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AYODHYA FAIZABAD_UTTAR PRADESH,65,1,599.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
AYODHYA_UTTAR PRADESH,22,5,3093.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
AYOOR_KERALA,69,4,2780.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
